timestamp,node_id,actual,predicted,error,absolute_error,squared_error
2026-05-06 02:31:51,Node_A,73.65,71.86666666666667,-1.7833333333333314,1.7833333333333314,3.180277777777771
2026-05-06 02:31:51,Node_C,71.4,73.22500000000001,1.8250000000000028,1.8250000000000028,3.33062500000001
2026-05-06 02:31:51,Node_D,72.8,72.15000000000002,-0.6499999999999773,0.6499999999999773,0.42249999999997045
2026-05-06 02:31:56,Node_A,73.685,72.54333333333334,-1.1416666666666657,1.1416666666666657,1.3034027777777757
2026-05-06 02:31:56,Node_C,72.42,73.2375,0.8174999999999955,0.8174999999999955,0.6683062499999926
2026-05-06 02:31:56,Node_D,72.78999999999999,72.84166666666667,0.05166666666667652,0.05166666666667652,0.0026694444444454626
2026-05-06 02:32:01,Node_B,72.44,72.83222222222223,0.39222222222223024,0.39222222222223024,0.15383827160494457
2026-05-06 02:32:01,Node_C,72.91666666666667,72.67333333333335,-0.24333333333332519,0.24333333333332519,0.05921111111110715
2026-05-06 02:32:01,Node_D,72.79,72.67833333333333,-0.1116666666666788,0.1116666666666788,0.012469444444447152
2026-05-06 02:32:06,Node_A,73.79333333333334,72.9615,-0.8318333333333356,0.8318333333333356,0.6919466944444483
2026-05-06 02:32:06,Node_B,72.92,73.27283333333334,0.35283333333333644,0.35283333333333644,0.12449136111111331
2026-05-06 02:32:06,Node_C,73.0525,73.24633333333333,0.19383333333333042,0.19383333333333042,0.03757136111110998
2026-05-06 02:32:06,Node_D,72.8625,73.14766666666667,0.2851666666666688,0.2851666666666688,0.08132002777777898
2026-05-06 02:32:11,Node_A,73.0125,72.9372,-0.07529999999999859,0.07529999999999859,0.0056700899999997875
2026-05-06 02:32:11,Node_B,72.64,72.94059999999999,0.30059999999998865,0.30059999999998865,0.09036035999999317
2026-05-06 02:32:11,Node_C,73.378,72.793,-0.5849999999999937,0.5849999999999937,0.3422249999999927
2026-05-06 02:32:11,Node_D,72.65,73.0097,0.3596999999999895,0.3596999999999895,0.12938408999999243
2026-05-06 02:32:16,Node_A,72.672,72.65919999999998,-0.012800000000012801,0.012800000000012801,0.0001638400000003277
2026-05-06 02:32:16,Node_B,72.175,72.7236,0.5486000000000075,0.5486000000000075,0.30096196000000824
2026-05-06 02:32:16,Node_C,73.206,72.5174,-0.6886000000000081,0.6886000000000081,0.47416996000001116
2026-05-06 02:32:16,Node_D,72.53399999999999,72.68679999999999,0.15279999999999916,0.15279999999999916,0.02334783999999974
2026-05-06 02:32:21,Node_A,72.19200000000001,72.83399999999999,0.6419999999999817,0.6419999999999817,0.4121639999999765
2026-05-06 02:32:21,Node_B,72.366,72.75,0.38400000000000034,0.38400000000000034,0.14745600000000025
2026-05-06 02:32:21,Node_C,73.17,72.58919999999999,-0.5808000000000106,0.5808000000000106,0.33732864000001234
2026-05-06 02:32:21,Node_D,73.098,72.6528,-0.4451999999999998,0.4451999999999998,0.19820303999999983
2026-05-06 02:32:26,Node_A,71.81800000000001,73.03439999999999,1.2163999999999788,1.2163999999999788,1.4796289599999486
2026-05-06 02:32:26,Node_B,72.99600000000001,72.64959999999999,-0.3464000000000169,0.3464000000000169,0.11999296000001172
2026-05-06 02:32:26,Node_C,72.91600000000001,72.6656,-0.2504000000000133,0.2504000000000133,0.06270016000000665
2026-05-06 02:32:26,Node_D,73.348,72.7284,-0.6196000000000055,0.6196000000000055,0.38390416000000677
2026-05-06 02:32:36,Node_A,71.846,73.1348,1.2887999999999948,1.2887999999999948,1.6610054399999867
2026-05-06 02:32:36,Node_B,73.196,72.6512,-0.5447999999999951,0.5447999999999951,0.29680703999999464
2026-05-06 02:32:36,Node_C,73.0,72.6904,-0.3096000000000032,0.3096000000000032,0.09585216000000199
2026-05-06 02:32:36,Node_D,73.28200000000001,72.84759999999999,-0.434400000000025,0.434400000000025,0.18870336000002172
2026-05-06 02:32:46,Node_A,72.914,73.05760000000001,0.1436000000000064,0.1436000000000064,0.020620960000001836
2026-05-06 02:32:46,Node_B,73.47200000000001,73.0548,-0.41720000000000823,0.41720000000000823,0.17405584000000687
2026-05-06 02:32:46,Node_C,72.41400000000002,73.2664,0.8523999999999887,0.8523999999999887,0.7265857599999808
2026-05-06 02:32:46,Node_D,73.516,72.9372,-0.5788000000000011,0.5788000000000011,0.33500944000000127
2026-05-06 02:32:51,Node_A,73.046,73.18239999999999,0.13639999999998054,0.13639999999998054,0.018604959999994692
2026-05-06 02:32:51,Node_B,73.506,73.0216,-0.4843999999999937,0.4843999999999937,0.23464335999999392
2026-05-06 02:32:51,Node_C,72.928,73.13719999999999,0.2091999999999956,0.2091999999999956,0.04376463999999816
2026-05-06 02:32:51,Node_D,73.04400000000001,73.18279999999999,0.13879999999997494,0.13879999999997494,0.019265439999993045
